CustomerID,Name,Email,ProductID,ProductName,Category,Price,OrderID,OrderDate,Quantity,TotalAmount,PaymentMethod
C1027,Matthew Richardson,cobbjeffrey@hubbard.com,P1012,Water Purifier,Appliances,15999,ORD2027,2024-03-08,2,31998,Debit Card
C1028,Caleb Reyes,clarkjames@gmail.com,P1007,Smartphone,Electronics,56999,ORD2028,2024-08-18,1,56999,EMI
C1029,Rebecca Martinez,hodana@ramsey-johnson.net,P1002,Running Shoes,Sportswear,2499,ORD2029,2024-01-06,1,2499,Debit Card
C1030,Gary Dunn,katie79@yahoo.com,P1004,Laptop,Electronics,67999,ORD2030,2023-12-24,3,203997,EMI
C1031,Amanda Williams,zbrock@williams-boone.biz,P1009,Noise Cancelling Headphones,Electronics,11999,ORD2031,2024-02-24,1,11999,EMI
C1032,Thomas Morales,austinstacey@mendoza-palmer.com,P1002,Running Shoes,Sportswear,2499,ORD2032,2023-06-12,1,2499,Debit Card
C1033,John Houston,patricia09@baker.com,P1008,Bookshelf,Furniture,8999,ORD2033,2023-02-05,10,89990,Credit Card
C1034,Tanya Phillips,matthewhenry@hotmail.com,P1012,Water Purifier,Appliances,15999,ORD2034,2022-09-03,1,15999,Net Banking
C1035,David Johnson,emily95@williams.com,P1008,Bookshelf,Furniture,8999,ORD2035,2024-02-05,1,8999,UPI
C1036,Ashley Anderson,martinnancy@yahoo.com,P1002,Running Shoes,Sportswear,2499,ORD2036,2025-01-19,1,2499,Net Banking
C1037,Matthew Scott,andrewlee@mitchell.com,P1004,Laptop,Electronics,67999,ORD2037,2022-07-12,3,203997,Debit Card
C1038,Robert Barton,nataliemiller@peterson-perez.com,P1012,Water Purifier,Appliances,15999,ORD2038,2023-05-17,1,15999,Credit Card
C1039,Joseph Campbell,karendouglas@hotmail.com,P1008,Bookshelf,Furniture,8999,ORD2039,2025-01-11,1,8999,Debit Card
C1040,James Ramirez,alexisjones@gmail.com,P1012,Water Purifier,Appliances,15999,ORD2040,2024-01-01,1,15999,EMI
C1041,Ronald Obrien,lori87@hotmail.com,P1015,Electric Bike,Automobile,87999,ORD2041,2023-12-23,1,87999,Net Banking
C1042,Don Aguilar,owilliams@gmail.com,P1014,Designer Saree,Fashion,8499,ORD2042,2024-09-18,10,84990,Credit Card
C1043,Laura Andrews,ywarren@moran.org,P1010,Yoga Mat,Health,699,ORD2043,2025-02-08,2,1398,Net Banking
C1044,Brittany Estrada,thomasdouglas@barry.biz,P1012,Water Purifier,Appliances,15999,ORD2044,2024-04-02,1,15999,UPI
C1045,Andrea Duncan,theresalee@marquez.org,P1003,Cotton Bedsheet,Home Decor,1199,ORD2045,2023-08-31,1,1199,Debit Card
C1046,Angela Riley,emilymcconnell@yahoo.com,P1011,Desk Lamp,Home Decor,1299,ORD2046,2023-06-25,1,1299,Debit Card
C1047,Ian Gilmore,jonesjulie@turner.com,P1010,Yoga Mat,Health,699,ORD2047,2024-10-08,10,6990,UPI
C1048,Rodney Wheeler,shirley93@reynolds.com,P1006,Men's Jacket,Fashion,3499,ORD2048,2024-04-10,2,6998,UPI
C1049,Joseph Oliver,christophergonzalez@riddle-smith.com,P1009,Noise Cancelling Headphones,Electronics,11999,ORD2049,2024-11-12,1,11999,EMI
C1050,Raymond Meyer,ihanna@rodriguez.net,P1012,Water Purifier,Appliances,15999,ORD2050,2022-11-12,1,15999,Credit Card
C1051,Michelle Miller,xbooth@gmail.com,P1004,Laptop,Electronics,67999,ORD2051,2023-08-13,1,67999,EMI
C1052,Phillip Adams,brockjimmy@lewis-walls.com,P1009,Noise Cancelling Headphones,Electronics,11999,ORD2052,2023-11-02,3,35997,Debit Card
C1053,Christopher Lee,shepherdtraci@gmail.com,P1009,Noise Cancelling Headphones,Electronics,11999,ORD2053,2023-02-07,3,35997,Net Banking
C1054,Phillip Neal,turnergina@potts-hernandez.com,P1008,Bookshelf,Furniture,8999,ORD2054,2023-06-21,1,8999,Net Banking
C1055,Tyler Burns,richardhale@nixon.net,P1006,Men's Jacket,Fashion,3499,ORD2055,2024-02-10,2,6998,UPI
C1056,Frank Gregory,wunderwood@yahoo.com,P1015,Electric Bike,Automobile,87999,ORD2056,2024-07-24,2,175998,EMI
C1057,Emily Jackson,connie76@rivera-foster.com,P1013,Gaming Console,Electronics,38999,ORD2057,2024-12-23,3,116997,EMI
C1058,Edwin Stafford,marcus46@hotmail.com,P1004,Laptop,Electronics,67999,ORD2058,2024-01-27,1,67999,Debit Card
C1059,Donald Gardner,jacobhurst@hudson-diaz.info,P1006,Men's Jacket,Fashion,3499,ORD2059,2022-07-01,3,10497,Debit Card
C1060,Kimberly Keller,scott38@dennis.com,P1012,Water Purifier,Appliances,15999,ORD2060,2022-11-05,1,15999,UPI
C1061,Amy Russo,marie43@yahoo.com,P1011,Desk Lamp,Home Decor,1299,ORD2061,2023-07-03,1,1299,EMI
C1062,Felicia Steele,richardsims@yahoo.com,P1005,Protein Powder,Health,1999,ORD2062,2024-03-24,1,1999,Credit Card
C1063,Marcus Moody,diazalyssa@diaz.com,P1011,Desk Lamp,Home Decor,1299,ORD2063,2023-05-01,2,2598,UPI
C1064,Arthur Terry,williamschristopher@hicks.com,P1011,Desk Lamp,Home Decor,1299,ORD2064,2022-08-16,3,3897,Debit Card
C1065,Ronald Garcia,ugreen@brown.info,P1002,Running Shoes,Sportswear,2499,ORD2065,2023-08-26,3,7497,Debit Card
C1066,Michael Adams,ashley85@gmail.com,P1002,Running Shoes,Sportswear,2499,ORD2066,2024-05-11,1,2499,EMI
C1067,Michele Lowery,shelbymurphy@hill.net,P1011,Desk Lamp,Home Decor,1299,ORD2067,2024-06-19,2,2598,UPI
C1068,Amber Rice,jeffrey44@blanchard-morales.com,P1010,Yoga Mat,Health,699,ORD2068,2022-12-23,1,699,Credit Card
C1069,Sonya Gonzalez,corey50@carter.org,P1008,Bookshelf,Furniture,8999,ORD2069,2024-01-30,1,8999,Net Banking
C1070,Erin Curry,fergusonwilliam@miller-martin.com,P1012,Water Purifier,Appliances,15999,ORD2070,2024-01-18,1,15999,Credit Card
C1071,Debra Mclaughlin,bdavidson@gmail.com,P1002,Running Shoes,Sportswear,2499,ORD2071,2023-01-20,1,2499,Debit Card
C1072,James Elliott,smithjustin@diaz.biz,P1015,Electric Bike,Automobile,87999,ORD2072,2025-01-10,1,87999,EMI
C1073,Donald Drake,rivasmelissa@larson.com,P1012,Water Purifier,Appliances,15999,ORD2073,2022-07-25,1,15999,Debit Card
C1074,Robert Williams,michelle79@yahoo.com,P1009,Noise Cancelling Headphones,Electronics,11999,ORD2074,2024-06-21,2,23998,UPI
C1075,Brandy Barker,johnsonrandy@shepard-lambert.org,P1013,Gaming Console,Electronics,38999,ORD2075,2025-01-23,2,77998,UPI
C1076,Jesse Meza,trananthony@gmail.com,P1011,Desk Lamp,Home Decor,1299,ORD2076,2022-09-02,1,1299,UPI
C1077,Tammy Rosales,garzaclayton@hotmail.com,P1001,Wireless Mouse,Electronics,799,ORD2077,2023-05-23,1,799,Debit Card
C1078,Karen Blair,patricia52@cook-howard.com,P1004,Laptop,Electronics,67999,ORD2078,2024-07-28,2,135998,Credit Card
C1079,Rhonda Conley,mark25@yahoo.com,P1005,Protein Powder,Health,1999,ORD2079,2023-03-09,2,3998,Net Banking
C1080,Jesus Schmitt,johnsonjohn@arroyo.com,P1001,Wireless Mouse,Electronics,799,ORD2080,2024-02-15,1,799,Credit Card
C1081,Angela Duran,garnertiffany@yahoo.com,P1005,Protein Powder,Health,1999,ORD2081,2023-09-30,1,1999,Credit Card
C1082,Lori Fisher,leah75@gmail.com,P1014,Designer Saree,Fashion,8499,ORD2082,2023-10-01,2,16998,UPI
C1083,Mariah King,simmonscharles@moran.com,P1015,Electric Bike,Automobile,87999,ORD2083,2024-10-16,1,87999,Credit Card
C1084,Stephanie Goodwin,mlandry@gmail.com,P1004,Laptop,Electronics,67999,ORD2084,2024-10-10,1,67999,EMI
C1085,Jennifer Anderson,jonesrussell@hall.com,P1014,Designer Saree,Fashion,8499,ORD2085,2024-11-10,2,16998,EMI
C1086,James Wade,joshuacummings@hotmail.com,P1007,Smartphone,Electronics,56999,ORD2086,2024-08-16,1,56999,Net Banking
C1087,Daniel Kirby,kimberly65@hotmail.com,P1013,Gaming Console,Electronics,38999,ORD2087,2024-07-14,10,389990,EMI
C1088,Barbara Jones,alexander98@weber.com,P1013,Gaming Console,Electronics,38999,ORD2088,2023-05-25,10,389990,UPI
C1089,Frank Pratt,michaelhayes@bradshaw.com,P1001,Wireless Mouse,Electronics,799,ORD2089,2023-10-04,1,799,Credit Card
C1090,Raymond Lee,karenlittle@cohen.info,P1006,Men's Jacket,Fashion,3499,ORD2090,2023-12-10,10,34990,Credit Card
C1091,Janet Barrera,barbara45@hunter-washington.com,P1014,Designer Saree,Fashion,8499,ORD2091,2023-04-04,1,8499,Net Banking
C1092,Tammy Payne,alexis75@yahoo.com,P1007,Smartphone,Electronics,56999,ORD2092,2022-05-18,2,113998,UPI
C1093,Daniel Sanchez,sarahwatkins@gomez.biz,P1010,Yoga Mat,Health,699,ORD2093,2023-12-09,1,699,Credit Card
C1094,Sherry Davis,meghancummings@brewer-parsons.biz,P1015,Electric Bike,Automobile,87999,ORD2094,2024-07-30,2,175998,Credit Card
C1095,Maria Beasley,tramirez@yahoo.com,P1003,Cotton Bedsheet,Home Decor,1199,ORD2095,2022-07-05,5,5995,Debit Card
C1096,Ernest Ramirez,glennduncan@moore.net,P1013,Gaming Console,Electronics,38999,ORD2096,2023-05-13,3,116997,Net Banking
C1097,Kathleen Reyes,jeremy88@yahoo.com,P1007,Smartphone,Electronics,56999,ORD2097,2023-10-24,1,56999,Credit Card
C1098,Nicole Peterson,lisa76@butler.com,P1013,Gaming Console,Electronics,38999,ORD2098,2025-01-23,1,38999,Debit Card
C1099,Gerald Morton DVM,matthewsbrady@hotmail.com,P1006,Men's Jacket,Fashion,3499,ORD2099,2023-08-03,1,3499,Net Banking
C1100,Roger Thomas,wcampbell@singh-schultz.com,P1004,Laptop,Electronics,67999,ORD2100,2024-02-21,1,67999,EMI
C1101,Tammie Vega,ztaylor@graves.info,P1007,Smartphone,Electronics,56999,ORD2101,2023-01-12,3,170997,UPI
C1102,Michelle King,joneskyle@melton-fisher.com,P1009,Noise Cancelling Headphones,Electronics,11999,ORD2102,2022-12-01,2,23998,UPI
C1103,Walter Carter,georgerobin@gmail.com,P1015,Electric Bike,Automobile,87999,ORD2103,2022-05-07,3,263997,Credit Card
C1104,Steven Lynch,cjones@moreno-mathis.com,P1011,Desk Lamp,Home Decor,1299,ORD2104,2022-08-06,1,1299,Net Banking
C1105,Dylan Sullivan,michealpatterson@yahoo.com,P1002,Running Shoes,Sportswear,2499,ORD2105,2025-02-03,1,2499,Net Banking
C1106,Roberto Clark,nrobertson@williams.com,P1003,Cotton Bedsheet,Home Decor,1199,ORD2106,2024-10-15,1,1199,UPI
C1107,Samuel Jones,eharvey@leblanc-ball.com,P1004,Laptop,Electronics,67999,ORD2107,2023-10-23,1,67999,Debit Card
C1108,Christopher Miller,collinsscott@yahoo.com,P1007,Smartphone,Electronics,56999,ORD2108,2024-01-17,1,56999,Debit Card
C1109,Brian Martin,hayeselizabeth@pearson.com,P1014,Designer Saree,Fashion,8499,ORD2109,2024-07-01,1,8499,UPI
C1110,Michael Fletcher,beth01@yahoo.com,P1008,Bookshelf,Furniture,8999,ORD2110,2024-09-10,1,8999,EMI
C1111,Michael Hudson,rachel55@gallegos.info,P1008,Bookshelf,Furniture,8999,ORD2111,2024-12-01,3,26997,Credit Card
C1112,Alexander Walker,odombriana@moore.com,P1005,Protein Powder,Health,1999,ORD2112,2023-04-15,1,1999,UPI
C1113,Sarah Mason,hojustin@george.info,P1009,Noise Cancelling Headphones,Electronics,11999,ORD2113,2025-01-29,2,23998,Net Banking
C1114,Brian Henderson,andrewmorton@yahoo.com,P1011,Desk Lamp,Home Decor,1299,ORD2114,2024-04-15,2,2598,EMI
C1115,Renee Fuentes,teresa83@russell.net,P1014,Designer Saree,Fashion,8499,ORD2115,2024-09-03,1,8499,Net Banking
C1116,Autumn Silva,tammywolfe@escobar.net,P1005,Protein Powder,Health,1999,ORD2116,2025-03-05,1,1999,EMI
C1117,Sharon Fuentes,josephwilliams@johnston.com,P1008,Bookshelf,Furniture,8999,ORD2117,2022-11-29,1,8999,UPI
C1118,James Wright,taylorgomez@hotmail.com,P1004,Laptop,Electronics,67999,ORD2118,2023-08-03,1,67999,EMI
C1119,Emily Orr,ecannon@le-chang.com,P1010,Yoga Mat,Health,699,ORD2119,2024-09-16,2,1398,Credit Card
C1120,Andrew Tran,qbell@roberts.com,P1005,Protein Powder,Health,1999,ORD2120,2022-06-02,1,1999,UPI
C1121,Stephanie Butler,alexander69@singh-ramos.info,P1008,Bookshelf,Furniture,8999,ORD2121,2022-10-25,1,8999,UPI
C1122,Christine Watson,tommymoore@yahoo.com,P1009,Noise Cancelling Headphones,Electronics,11999,ORD2122,2023-01-09,1,11999,EMI
C1123,Bob Bishop,qwalker@hotmail.com,P1003,Cotton Bedsheet,Home Decor,1199,ORD2123,2022-10-07,1,1199,EMI
C1124,Mathew Aguilar,jesuswilliams@sanchez.com,P1005,Protein Powder,Health,1999,ORD2124,2024-05-09,1,1999,UPI
C1125,Christopher Hernandez,brendascott@yahoo.com,P1009,Noise Cancelling Headphones,Electronics,11999,ORD2125,2023-06-11,1,11999,Debit Card
C1126,Ronald Fuller,linda95@gmail.com,P1012,Water Purifier,Appliances,15999,ORD2126,2023-02-01,2,31998,EMI
C1127,Adrian Dawson,cynthiashaw@wolf.biz,P1012,Water Purifier,Appliances,15999,ORD2127,2024-07-03,1,15999,Net Banking
C1128,Maria Hicks,edwardsjason@yahoo.com,P1009,Noise Cancelling Headphones,Electronics,11999,ORD2128,2024-05-05,1,11999,Credit Card
C1129,Eric Morales,shawstephen@joyce.com,P1011,Desk Lamp,Home Decor,1299,ORD2129,2023-07-08,1,1299,Debit Card
C1130,Jill Martin,tanya78@hotmail.com,P1003,Cotton Bedsheet,Home Decor,1199,ORD2130,2022-12-11,1,1199,Credit Card
C1131,Julia Johnson,mary81@reynolds.com,P1013,Gaming Console,Electronics,38999,ORD2131,2022-10-10,5,194995,Net Banking
C1132,Michael Hayes,alicia32@rocha-young.com,P1013,Gaming Console,Electronics,38999,ORD2132,2023-08-22,1,38999,Net Banking
C1133,Andrea Reid,lfriedman@dodson-johnson.com,P1014,Designer Saree,Fashion,8499,ORD2133,2023-10-31,1,8499,Net Banking
C1134,Michael Simpson,bankslisa@hotmail.com,P1012,Water Purifier,Appliances,15999,ORD2134,2024-02-23,3,47997,Credit Card
C1135,Samantha Pearson,hillchristopher@hotmail.com,P1005,Protein Powder,Health,1999,ORD2135,2024-06-01,2,3998,UPI
C1136,Brandon Avila,michelle98@ross.biz,P1013,Gaming Console,Electronics,38999,ORD2136,2024-11-09,1,38999,UPI
C1137,Daniel Wood,walter50@woods.biz,P1007,Smartphone,Electronics,56999,ORD2137,2023-10-23,5,284995,EMI
C1138,Andrew Jones,jwoods@edwards.biz,P1014,Designer Saree,Fashion,8499,ORD2138,2025-01-16,1,8499,Net Banking
C1139,Kevin Graves,bmedina@harvey.com,P1009,Noise Cancelling Headphones,Electronics,11999,ORD2139,2023-12-05,2,23998,UPI
C1140,Jeanette Blair,sean75@yahoo.com,P1004,Laptop,Electronics,67999,ORD2140,2024-05-16,1,67999,Debit Card
C1141,Alex Cuevas,monicabrooks@roberts.com,P1015,Electric Bike,Automobile,87999,ORD2141,2024-10-31,1,87999,UPI
C1142,Cheryl Roth,rwoods@hotmail.com,P1011,Desk Lamp,Home Decor,1299,ORD2142,2023-04-03,10,12990,EMI
C1143,Robert Lynch,vangdavid@yahoo.com,P1015,Electric Bike,Automobile,87999,ORD2143,2022-05-31,2,175998,Net Banking
C1144,Lindsay Mccarthy MD,padillajames@obrien.com,P1009,Noise Cancelling Headphones,Electronics,11999,ORD2144,2024-10-24,2,23998,Credit Card
C1145,Christopher Valdez,mwilliams@gonzalez.com,P1015,Electric Bike,Automobile,87999,ORD2145,2024-05-23,3,263997,UPI
C1146,Sandra Smith,kristin51@gmail.com,P1002,Running Shoes,Sportswear,2499,ORD2146,2024-02-25,1,2499,UPI
C1147,Heather Sanchez,peterflores@yahoo.com,P1009,Noise Cancelling Headphones,Electronics,11999,ORD2147,2022-07-01,1,11999,Debit Card
C1148,Eddie Hicks,jennifer72@yahoo.com,P1014,Designer Saree,Fashion,8499,ORD2148,2024-03-04,5,42495,Net Banking
C1149,Linda Cochran,todddelgado@hotmail.com,P1015,Electric Bike,Automobile,87999,ORD2149,2023-07-14,1,87999,UPI
C1150,Christopher Murphy,caldwellrobert@hughes.com,P1013,Gaming Console,Electronics,38999,ORD2150,2022-06-28,3,116997,Net Banking
C1151,Timothy Hall,martharitter@smith.com,P1014,Designer Saree,Fashion,8499,ORD2151,2022-05-06,1,8499,Credit Card
C1152,John Hall,jlewis@hotmail.com,P1002,Running Shoes,Sportswear,2499,ORD2152,2022-10-19,2,4998,Net Banking
C1153,Daniel Patel,thomasmckenzie@hotmail.com,P1009,Noise Cancelling Headphones,Electronics,11999,ORD2153,2024-03-28,2,23998,EMI
C1154,Debra Dunn,znoble@drake.com,P1013,Gaming Console,Electronics,38999,ORD2154,2022-08-11,3,116997,Credit Card
C1155,Brett Cummings,fgill@gmail.com,P1012,Water Purifier,Appliances,15999,ORD2155,2024-01-29,1,15999,EMI
C1156,Juan Greene,awallace@sims.biz,P1010,Yoga Mat,Health,699,ORD2156,2023-12-21,1,699,Credit Card
C1157,Melissa Joseph,petersonteresa@gmail.com,P1002,Running Shoes,Sportswear,2499,ORD2157,2023-05-05,1,2499,EMI
C1158,Jacob Butler,shawn66@mcneil.com,P1007,Smartphone,Electronics,56999,ORD2158,2023-09-18,10,569990,EMI
C1159,Brittney Dawson,tiffanystone@cruz-ward.com,P1006,Men's Jacket,Fashion,3499,ORD2159,2022-09-28,1,3499,UPI
C1160,James Bruce,alopez@yahoo.com,P1011,Desk Lamp,Home Decor,1299,ORD2160,2022-11-27,1,1299,Debit Card
C1161,Tanya Sanchez,schaeferlori@yahoo.com,P1004,Laptop,Electronics,67999,ORD2161,2022-06-10,2,135998,Credit Card
C1162,Laura Mason,herringdonna@anderson.com,P1011,Desk Lamp,Home Decor,1299,ORD2162,2023-01-24,2,2598,Credit Card
C1163,Tiffany Fleming,patrick75@hotmail.com,P1015,Electric Bike,Automobile,87999,ORD2163,2023-09-27,1,87999,Net Banking
C1164,Ann Hudson,emily73@gmail.com,P1013,Gaming Console,Electronics,38999,ORD2164,2025-01-25,1,38999,Net Banking
C1165,Edward Ritter,hannahmoore@gmail.com,P1015,Electric Bike,Automobile,87999,ORD2165,2022-06-24,1,87999,Credit Card
C1166,Brandon Anderson,donaldmason@campbell.com,P1003,Cotton Bedsheet,Home Decor,1199,ORD2166,2023-04-29,1,1199,Credit Card
C1167,Eric Bernard,johnnybradley@gonzalez-willis.com,P1001,Wireless Mouse,Electronics,799,ORD2167,2024-10-13,1,799,Debit Card
C1168,Amy Williams DDS,anne91@hotmail.com,P1013,Gaming Console,Electronics,38999,ORD2168,2024-03-09,3,116997,Credit Card
C1169,James Chambers,roger80@bass.com,P1004,Laptop,Electronics,67999,ORD2169,2024-09-26,10,679990,EMI
C1170,Patricia Stanton,williamsraymond@grant.biz,P1015,Electric Bike,Automobile,87999,ORD2170,2022-05-12,1,87999,Credit Card
C1171,Michael Sanford,allenchristopher@hotmail.com,P1012,Water Purifier,Appliances,15999,ORD2171,2024-04-13,1,15999,Credit Card
C1172,Matthew Estrada,lopezdawn@yahoo.com,P1010,Yoga Mat,Health,699,ORD2172,2025-01-18,1,699,Net Banking
C1173,Julia Conrad,shaun62@young.net,P1014,Designer Saree,Fashion,8499,ORD2173,2023-04-12,1,8499,Debit Card
C1174,Vicki Madden,andrewperkins@todd-gilbert.org,P1008,Bookshelf,Furniture,8999,ORD2174,2024-03-01,10,89990,EMI
C1175,Erica Barton,mccartywilliam@gmail.com,P1007,Smartphone,Electronics,56999,ORD2175,2022-09-20,3,170997,Debit Card
C1176,Stephanie Bryant,heathercarpenter@hotmail.com,P1002,Running Shoes,Sportswear,2499,ORD2176,2024-04-23,1,2499,Credit Card
C1177,Lindsey Edwards,chambersmichael@roberts-love.com,P1008,Bookshelf,Furniture,8999,ORD2177,2024-07-29,1,8999,UPI
C1178,Justin Foster,christopher25@wilson.com,P1005,Protein Powder,Health,1999,ORD2178,2023-05-22,1,1999,Net Banking
C1179,Albert Short,daniel47@gmail.com,P1010,Yoga Mat,Health,699,ORD2179,2023-07-29,5,3495,Debit Card
C1180,George Roy,todd41@hotmail.com,P1002,Running Shoes,Sportswear,2499,ORD2180,2022-08-31,1,2499,Debit Card
C1181,Denise Lee,oscar95@gmail.com,P1008,Bookshelf,Furniture,8999,ORD2181,2022-07-12,1,8999,Credit Card
C1182,Mark Espinoza,mleon@yahoo.com,P1010,Yoga Mat,Health,699,ORD2182,2022-07-31,1,699,Debit Card
C1183,Kelly Morales,katieshannon@wilson-freeman.com,P1010,Yoga Mat,Health,699,ORD2183,2024-12-25,1,699,Debit Card
C1184,Diana Anderson,zdavid@meadows.net,P1012,Water Purifier,Appliances,15999,ORD2184,2024-03-26,3,47997,Net Banking
C1185,Cameron Collier,jonesamy@hotmail.com,P1010,Yoga Mat,Health,699,ORD2185,2024-07-27,1,699,UPI
C1186,Jeremiah Holland,qsimmons@gmail.com,P1011,Desk Lamp,Home Decor,1299,ORD2186,2024-10-08,10,12990,UPI
C1187,Suzanne James,crystalbird@lewis.com,P1006,Men's Jacket,Fashion,3499,ORD2187,2023-04-02,1,3499,UPI
C1188,Anthony Douglas,marissagarrett@larson-wallace.com,P1002,Running Shoes,Sportswear,2499,ORD2188,2023-11-12,3,7497,Credit Card
C1189,Cheryl Young,torresashley@palmer.net,P1014,Designer Saree,Fashion,8499,ORD2189,2023-10-05,10,84990,EMI
C1190,Martha Donovan,ian93@hotmail.com,P1009,Noise Cancelling Headphones,Electronics,11999,ORD2190,2025-02-21,1,11999,Net Banking
C1191,Kayla Cross,josephrobertson@patton.com,P1002,Running Shoes,Sportswear,2499,ORD2191,2023-03-28,3,7497,Credit Card
C1192,Sherry Golden,fcoleman@horne-peters.com,P1006,Men's Jacket,Fashion,3499,ORD2192,2023-04-17,3,10497,Debit Card
C1193,Dennis Davis,eryan@griffith.com,P1004,Laptop,Electronics,67999,ORD2193,2024-01-26,1,67999,Credit Card
C1194,Teresa Sawyer,isabeldavis@johnson.com,P1002,Running Shoes,Sportswear,2499,ORD2194,2023-12-25,2,4998,EMI
C1195,Kirk Powell,phillipskelly@nguyen-lopez.biz,P1001,Wireless Mouse,Electronics,799,ORD2195,2025-03-13,1,799,Debit Card
C1196,Bianca Hooper,haydendavis@robinson.net,P1004,Laptop,Electronics,67999,ORD2196,2023-01-15,1,67999,Debit Card
C1197,Brooke Howard,louisnunez@perry.com,P1010,Yoga Mat,Health,699,ORD2197,2024-06-28,1,699,UPI
C1198,Lynn Reyes,nmonroe@yahoo.com,P1012,Water Purifier,Appliances,15999,ORD2198,2022-08-17,2,31998,Credit Card
C1199,Connor Weber,christinevaughn@hotmail.com,P1007,Smartphone,Electronics,56999,ORD2199,2022-10-07,1,56999,EMI
C1200,Anthony Travis,jennifer55@carter-fitzpatrick.net,P1005,Protein Powder,Health,1999,ORD2200,2023-08-25,3,5997,Debit Card
C1201,Keith Mitchell,johnsoncarol@patel.net,P1002,Running Shoes,Sportswear,2499,ORD2201,2023-01-15,1,2499,Credit Card
C1202,Donald Morris,virginiajohnson@smith.net,P1011,Desk Lamp,Home Decor,1299,ORD2202,2022-12-28,1,1299,Credit Card
C1203,Sarah Brooks,erinsims@rogers.com,P1014,Designer Saree,Fashion,8499,ORD2203,2025-02-28,1,8499,Credit Card
